text,target
"['yeah', 'classi', 'look', ':-)', ""i'v"", 'seen', 'peopl', 'attach', 'sort', 'life', 'save', 'equip', 'bed', 'fix', ':-)']",1.0
"['trend', '..', 'follow', 'bobbl', 'link', ':)']",1.0
"['next', 'year', 'sure', 'though', ':)', ""there'"", 'girl', 'piss']",1.0
"['stand', 'cool', ':)']",1.0
"['movi', 'key', 'life', 'japanes', 'version']",1.0
"['thank', 'anu', ':)']",1.0
"['also', 'new', 'layout', 'new', ':)']",1.0
"['im', 'tri', 'l', 'mh', 'english', 'patch', 'psp', ':d']",1.0
"['want', 'tweet', 'someth', 'thought', ""i'll"", 'probabl', 'lose', 'lot', 'liam', 'girl', 'mutual', ':)']",1.0
"['day', 'go', 'day', 'left', 'sponsor', 'us', 'matter', 'small', 'donat', 'differ', 'make', 'huge', ':)']",1.0
"['thank', ':)']",1.0
"['follow', ':)']",1.0
"['hey', 'emili', 'love', 'work', ""i'd"", 'like', 'contribut', 'huffpost', 'busi', ""what'"", 'best', 'way', 'contact', ':)']",1.0
"['asshol', ""that'"", 'honest', 'tribut', ':)']",1.0
"['h_eartshapedbox', 'first', 'leg', 'magictrikband', 'tour', 'go', 'well', ':d', 'music', 'band', 'rock', 'magictrik', 'tour', '…']",1.0
"['tower', 'ladi', ':)', 'tb', 'eid']",1.0
"['whatsapp', 'roommat', 'want', 'anyth', 'pari', 'french', 'man', ':)', 'lol', 'sure', ""i'll"", 'head', 'park', 'grab', 'one']",1.0
"['great', 'weekend', 'tami', 'thank', ':)']",1.0
"['love', ':-)']",1.0
"['want', 'look', 'good', ':)']",1.0
"['sure', ':)']",1.0
"['excit', 'weekend', ':-)']",1.0
"['bdk', 'faran', 'ank', 'mi', ':)']",1.0
"['god', 'give', 'us', 'strength', 'purpos', 'help', 'other', 'struggl', ':-)']",1.0
"['lol', 'meant', 'lucki', 'eagl', 'thank', 'servic', 'oceana', ':-)']",1.0
"['woke', 'feel', 'incred', 'sick', 'idk', 'caus', 'drank', 'starbuck', ""o'clock"", 'last', 'night', 'reaction', 'med', ':)']",1.0
"['oop', '...', ""that'"", 'call', 'fridayfauxpa', ':)', ""i'll"", 'get', 'chang', 'right', 'thank', 'g']",1.0
"['fulfil', 'fantasi', ':)']",1.0
"['call', 'night', 'go', 'sleep', ':)']",1.0
"['yeah', ""they'r"", 'give', 'subtl', 'hint', 'also', 'tip', 'use', 'commun', 'last', 'year', ':-)', 'prim', '’', 'algorithm', 'iii']",1.0
"['funni', 'ye', 'soon', 'alway', 'go', 'soon', ':d']",1.0
"['thank', ':)', 'get', 'retweet', 'x']",1.0
"['smile', 'receiv', 'text', 'dad', 'say', 'suck', ':)']",1.0
"['wat', ':)']",1.0
"[""can't"", 'wait', 'rosa', 'love', 'xma', ':)', 'welcom', 'back', 'ann', 'hope', 'u', 'good', 'one', 'back', 'time', ':)', 'x']",1.0
"['morn', 'tweep', 'new', 'post', 'today', 'pleas', 'like', 'share', 'see', 'thank', ':)']",1.0
"['yvw', 'great', 'day', 'weekend', ':d']",1.0
"['awww', 'here', 'quick', 'workout', 'boost', ':-)']",1.0
"['lol', ':d', 'know', 'idea', ':p', 'coz', 'unforgett', 'sens', 'humor', ';)', ':)', ':d', 'love', 'bro']",1.0
"['stat', 'day', 'arriv', 'new', 'follow', 'unfollow', ':)', 'via']",1.0
"[""mum'"", 'home', '...', 'hahahhaah', 'thank', 'lord', ':)']",1.0
"['safe', ':d']",1.0
"['girl', ':)']",1.0
"['sombrero', 'high', 'okay', ""i'm"", 'lost', ':)']",1.0
"['hellooo', ""i'm"", 'rose', 'nice', 'meet', ':)']",1.0
"['thank', 'screenshot', 'po', 'let', 'take', 'care', 'spammer', ':)', 'proceed', 'c', '...']",1.0
"['perfect', 'thing', 'pick', ':)', 'wsalelov']",1.0
"['thank', 'amaz', 'job', ':)']",1.0
"['die', 'actual', 'pretti', 'entertain', ':p']",1.0
"['congrat', 'k', 'man', ""can't"", 'wait', 'till', 'hit', 'mileston', ':)']",1.0
"['morn', '...', 'judith', 'answer', 'district', 'council', 'relat', 'question', 'today', ':-)']",1.0
"['see', 'tomorrow', ':)']",1.0
"['saw', 'comment', 'midar', 'gender', 'unknown', 'like', ':)', 'yeah', 'keep', 'say']",1.0
"['wow', 'realli', 'hate', ':)']",1.0
"['watch', 'saw', 'dan', ':)']",1.0
"['thank', ':-)', 'ilysm', 'xx']",1.0
"['thank', 'trade', ':)']",1.0
"['look', 'forward', ':-)', 'ks']",1.0
"['lesley', ':)']",1.0
"['want', 'protect', 'relationship', 'other', ""i'll"", 'talk', 'ppl', 'need', 'know', 'awesom', ':)']",1.0
"['oh', 'dang', 'zen', 'look', 'outsid', 'space', 'neat', ':-)']",1.0
"['look', 'good', 'outfit', ':)']",1.0
"['hiya', ""i'm"", 'afraid', ""we'v"", 'alreadi', 'pick', 'rider', 'year', ""we'll"", 'look', 'next', 'year', ':)']",1.0
"['good', 'morn', 'u', ':)']",1.0
"['ha', 'ha', 'ok', 'honey', 'go', 'ahead', 'fyi', 'still', 'dig', 'ya', 'enjoy', 'vote', 'watch', 'side', ':)']",1.0
"['lucki', ':)']",1.0
"['learn', 'new', 'skill', 'take', 'time', 'perfect', 'master']",1.0
"[""i'v"", 'talk', 'u', 'coupl', 'time', 'u', 'seem', 'nice', 'funni', ':)']",1.0
"['agre', 'suspici', 'mind', ':)']",1.0
"['good', 'afternoon', ':)']",1.0
"['whoop', 'whoop', 'bring', 'fun', ':)']",1.0
"['new', 'report', 'talk', 'burn', 'calori', 'cold', 'work', 'harder', 'warm', 'feel', 'better', 'weather', ':p']",1.0
"['say', 'someth', ""i'm"", 'give', ':)', ""i'm"", 'sorri', 'get', ':d']",1.0
"['good', 'night', ':)']",1.0
"[""there'"", 'gonna', 'anoth', 'one', 'final', ':)']",1.0
"['welcom', 'jessica', 'enjoy', ':)']",1.0
"['best', 'friend', 'carina', 'one', 'san', 'francisco', 'let', 'know', 'want', 'get', 'touch', ':)']",1.0
"['thank', 'mommi', 'teret', ':)', ':)', 'potassium', 'rehydr', 'drinkitallup', 'thirstquench']",1.0
"[""i'm"", 'sure', 'tapir', 'calf', 'one', 'like', 'adventur', 'mealtim', ':)']",1.0
"['uhc', 'box', 'larg', 'scale', 'one', 'network', 'server', ':p']",1.0
"['ever', 'areal', ""we'll"", 'lunch', 'dinner', ':)']",1.0
"[""here'"", 'one', 'extremesport', 'fan', 'among', 'love', 'quadbik', 'get', 'touch', ':)', 'bloggersrequir', 'bloggersw']",1.0
"['thank', '...', 'love', 'cake', ':)', 'bear', 'hug', 'end']",1.0
"['masa', 'nowaday', 'brainer', 'type', 'invest', 'list', 'mse', 'fund', ':)']",1.0
"['magnific', ':-)']",1.0
"['love', 'work', 'tokyo', ':)', 'kunoriforceo', 'ceomonth']",1.0
"['yeah', 'tri', 'look', 'x', ':)']",1.0
"['welcom', 'kfcroleplay', 'enjoy', 'let', 'friend', ':)']",1.0
"[':)', 'hehe', 'get', 'think', 'mean', 'need', 'sleep', 'nooowww', 'nite', 'nite', ':)']",1.0
"['hi', 'back', ':)', ':)']",1.0
"['ye', 'omg', 'lile', 'tid', 'tmi', ':)']",1.0
"['may', 'deploy', 'degre', 'sarcasm', ':)']",1.0
"['cute', 'boy', 'jule', ':-)']",1.0
"[""can't"", 'wait', 'week', ':d']",1.0
"['thank', 'follow', 'us', 'betti', 'miller', 'new', 'friend', 'alway', 'welcom', ':)']",1.0
"['person', 'small', 'thing', 'u', 'expect', 'person', 'u', 'love', ':)']",1.0
"['ye', 'hddc', 'also', 'favourit', ':)', 'salman', 'khan', 'movi', 'etern', 'case', 'watch', 'pthht']",1.0
"['oh', 'shoot', 'well', 'watch', ':d']",1.0
"['far', 'lfc', 'fan', 'make', 'expert', 'spot', 'mental', 'weak', 'lack', 'consist', ':-)']",1.0
"['tope', ':)']",1.0
"['good', 'night', 'sweet', 'dream', 'xxoo', '♡', '♥', '♡']",1.0
"['littl', 'finger', ':d']",1.0
"['love', ':)', 'photo', 'explain', 'ukrain', 'russia']",1.0
"['friday', ':)']",1.0
"['hey', 'fam', 'vote', 'alreadi', ':)', 'gotta', 'win', 'boy', 'teenchoic']",1.0
"['hi', 'jane', 'silver-wash', 'fritillari', ':)']",1.0
"['pleasur', ':)']",1.0
"['great', 'day', 'hunni', ':)']",1.0
"['good', 'night', 'moon', ':)', 'pandora']",1.0
"['ap', 'studi', 'hall', 'haha', 'great', ':)']",1.0
"['follow', 'everyon', 'back', 'teamfollowback', ':-)']",1.0
"['ha', 'almost', 'gave', 'fuck', ':)', 'boy', 'trash', 'wast', 'time', ""that'"", 'sure']",1.0
"['amaz', 'pic', 'today']",1.0
"['ye', 'alreadi', 'ad', 'pleas', 'check', 'final', 'design', ':)']",1.0
"['noth', 'much', 'need', 'grow', ':)']",1.0
"['easi', 'clever', 'interest', 'audienc', 'welcom', ':)']",1.0
"['great', 'video', ':d']",1.0
"['ask', 'end', '..', ""i'm"", 'friend', ':)']",1.0
"[""thank'"", 'follow', 'keven', ':)']",1.0
"['ha', 'love', 'pic', 'clearli', 'much', 'learn', 'popular', 'english', 'pastim', ':)']",1.0
"['ashramcal', 'return', ':p']",1.0
"['catch', 'fall', 'fall', 'ontrack', ':)']",1.0
"['alway', 'make', 'thing', 'better', ':)', '❤', '️']",1.0
"['guess', ""they'll"", 'show', 'german', 'also', 'subtitl', ':)']",1.0
"['pinter', ':-)']",1.0
"['goood', 'morninggg', 'jummah', 'mubarak', 'everyon', 'bless', 'amaz', 'day', 'ahead', ':)']",1.0
"['cute', ':-)']",1.0
"['stat', 'day', 'arriv', 'new', 'follow', 'unfollow', ':)', 'via']",1.0
"['fabul', 'time', 'miss', ':)', 'xx']",1.0
"['noth', 'perfect', 'smile', ':)']",1.0
"['never', 'show', 'much', ':)']",1.0
"[':-)', 'cheer', 'pete', 'listen', 'later', '☺', '☺']",1.0
"[""that'"", 'build', 'sunday', ':p']",1.0
"['direct', 'attent', '...', 'awesome-o', ':)']",1.0
"['get', 'us', 'tune', 'well', 'app', 'multipl', 'option', ':d']",1.0
"['engin', ':)']",1.0
"['happi', 'friday', ':d']",1.0
"['cya', 'week', ':d']",1.0
"['happi', 'shop', ':)']",1.0
"['fantast', 'show', 'harrog', 'home', 'gift', 'back', 'offic', 'day', 'jet', 'see', 'wonder', 'supplier', ':)']",1.0
"['nice', 'one', ':d']",1.0
"['ye', ""let'"", ':)']",1.0
"[':)', ':)', ':)', ':)']",1.0
"['australia', 'morn', ':d']",1.0
"['req', 'star', ':)', 'fridayloug']",1.0
"['knew', 'whole', 'class', 'cri', 'hurt', 'word', ':)']",1.0
"['opportun', 'anyon', 'ask', 'question', 'babe', 'includ', ':)', 'thstreetmus']",1.0
"['lunch', ':)']",1.0
"[""i'll"", 'hawaii', 'decemb', ""we'll"", 'kick', 'back', 'miss', ':)']",1.0
"['two', 'year', 'old', 'deepli', 'love', ':-)']",1.0
"['aha', ""that'"", 'alright', '❤', '️', 'love', ':)']",1.0
"['hope', 'nate', 'notic', 'edit', 'sinc', 'made', 'icon', ':)']",1.0
"['send', 'john.eclipse.co.uk', ':)']",1.0
"['hah', '...', 'thousand', 'lie', ':d']",1.0
"[""i'd"", 'will', 'tri', ':)']",1.0
"['read', 'newspap', ':d']",1.0
"['afternoon', 'date', ':)']",1.0
"[""here'"", 'fan', 'made', 'art', 'u', ':)', 'guy', 'phone', 'lew', 'bend', ':d']",1.0
"['nah', 'beaut', 'way', ':)']",1.0
"['fallout', 'get', 'see', 'glow', 'sea', 'technic', 'fallout', 'play', 'see', ':d']",1.0
"[""i'm"", 'friend', 'cousin', 'karen', 'gunderson', 'watch', 'europa', 'report', 'thoroughli', 'impress', 'want', 'say', 'great', 'script', ':-)']",1.0
"['dri', 'start', 'wale', 'wait', 'duck', 'overtak', 'motorway', ':-)']",1.0
"['good', 'morn', 'fab', 'friday', ':)']",1.0
"['hahaha', '...', 'thu', '...', 'sneak', 'away', 'log', 'niteflirt', ':d']",1.0
"['yep', ""we'r"", 'trash', 'af', 'im', 'indonesia', 'hbu', ':-)']",1.0
"['obvious', 'get', 'better', 'tweet', ':-)']",1.0
"['welcom', 'kfcroleplay', 'enjoy', 'let', 'friend', ':)']",1.0
"['bowl', 'alway', 'best', 'friend', ':)']",1.0
"['hope', ""i'll"", ':)', 'x']",1.0
"['say', 'must', 'chri', 'elli', ':)']",1.0
"['ye', 'friendli', 'contest', 'loser', 'buy', 'drink', ':)']",1.0
"['thank', 'follow', 'great', 'day', ':)']",1.0
"['thank', ':-)']",1.0
"['thank', ':d']",1.0
"['day', 'practic', 'song', ':)']",1.0
"[""here'"", 'remind', 'need', 'one', ':-)']",1.0
"['harri', 'niall', 'harri', 'born', 'ik', 'stupid', 'wanna', 'chang', ':d']",1.0
[],1.0
"['...', 'play', 'al', 'n', ""he'll"", 'score', 'fuck', 'night', ':)']",1.0
"['bff', '..', ':)']",1.0
"['hi', ""here'"", 'vid', 'stydia', 'take', 'look', ':)']",1.0
"['im', 'send', 'alex', 'like', 'million', 'pictur', ':)']",1.0
"['love', ':)']",1.0
"['visit', 'blog']",1.0
"['happi', 'birthday', 'nawazuddin', 'siddiqu', '...', 'big', 'big', 'fan', ':)']",1.0
"['ye', 'pleas', 'would', 'brighten', 'night', 'shift', 'nomnomnom', ':d', 'chocol', 'dukefreebiefriday', 'xx']",1.0
"['done', 'eonni', ':)']",1.0
"['fantast', 'night', ':)']",1.0
[':)'],1.0
"['boom', 'date', ':d', 'z']",1.0
"['follow', 'alreadi', 'thank', ':)']",1.0
"['thank', ':)']",1.0
"['happi', 'end', 'insyaallah', ':)']",1.0
"['that', 'way', 'see', 'west', 'ham', 'shit', 'small', 'club', 'london', 'villa', 'rd', 'biggest', 'brum', ':)']",1.0
"['deni', 'vagina', 'rli', ':d', 'poor', 'thing', ':d']",1.0
"['smile', 'sunnah', ':)', 'غردلي', 'عن']",1.0
"['hi', 'see', 'u', 'like', 'fourfivesecond', 'think', 'u', 'might', 'like', 'deaf', 'ear']",1.0
"['share', 'readi', ':)']",1.0
"['oh', 'white', 'rabbit', 'cutest', 'thing', ""i'v"", 'ever', 'seen', 'wait', 'ador', ':)']",1.0
"['welcom', ':)', 'love', 'weekend', 'izzi']",1.0
"['happi', 'birthday', 'mitch', ':-)', 'wish', 'best', 'good', 'day']",1.0
"['thank', ':)']",1.0
"['done', 'ya', 'minn', ':)', 'cjradacomateada']",1.0
"['welcom', 'fun', ':)']",1.0
"['recently.websit', 'upgrad', 'might', 'see', 'new', 'pictur', 'coolingtow', 'soon.thank', 'showinginterest', ':)']",1.0
"['flipkartfashionfriday', 'multicolor', 'maxi', 'dress', 'pair', 'wid', 'wedg', 'make', 'ur', 'life', 'bright', 'color', ':)']",1.0
"['alway', 'motiv', ':-)']",1.0
"['nnnnot', 'see', 'upsid', ':-)']",1.0
"['haha', 'kyle', ""gf'"", 'babi', ':)']",1.0
"['lol', 'ok', 'watch', 'ya', 'bit', ':p']",1.0
"['bluesidemenxix', ""i'd"", 'love', 'win', 'one', ':)']",1.0
"['happi', 'birthday', ':)']",1.0
"['hello', ':)', 'ardent', 'follow']",1.0
"['goood', 'mooorn', ':)', 'want', 'sleep', '...']",1.0
"['ghost', 'bae', ':d', 'love', 'wuppert', 'tagsforlikesapp', 'instagood', 'smile', 'follow', 'cute', 'photooftheday', '…']",1.0
"['hahaha', 'okay', 'thank', ':)']",1.0
"['lose', ':d']",1.0
"['hehe', 'cool', ':)']",1.0
"['morn', 'u', 'today', 'u', 'got', 'plan', 'lazi', ""i'm"", 'still', 'bed', 'toast', 'fresh', 'coffe', ':)', 'great', 'fridayfunday']",1.0
"['welcom', 'famili', ':)']",1.0
"['re-sign', ':)']",1.0
"['meet', 'harri', ""that'"", 'need', 'life', ':-)']",1.0
"['stat', 'week', 'arriv', 'new', 'follow', 'unfollow', ':)', 'via']",1.0
"['one', 'sleep', 'til', 'wed', ':-)']",1.0
"['excit', 'chalkhil', 'park', 'celebr', 'tomorrow', 'midday', 'come', 'join', 'fun', ':-)']",1.0
"['hello', ':)', 'love', 'carter', ':)']",1.0
"['good', 'read', ':)']",1.0
[':-)'],1.0
"['enjoy', 'hope', 'weather', 'hold', 'guy', ':-)']",1.0
"['done', ':)']",1.0
"['remedi', 'media', 'tell', ':-)']",1.0
"['thank', ':)']",1.0
"['jumma', 'mubarak', 'stay', 'bless', ':)']",1.0
"[""we'r"", 'look', 'forward', 'abl', 'spend', 'time', ':)', 'enjoy', 'iflix', ':)']",1.0
"['tgif', 'weekend', '...', 'enjoy', ':)']",1.0
"['im', 'thank', 'someon', 'like', 'life', 'inspir', 'better', 'everyday', 'love', 'mind', 'follow', ':)']",1.0
"['becom', 'better', 'atrack', 'better', ':)']",1.0
"['first', 'third', 'look', 'promis', 'els', 'fail', 'make', 'decis', 'go', ':)']",1.0
"['crazi', 'girlfriend', 'like', ':-)', '(-:', 'jesu', 'christ']",1.0
"['morn', ':)', 'gd', 'day', 'store', ""i'm"", 'badminton', ""littl'un"", 'fabfriday']",1.0
"['kid', 'insid', 'want', 'one', ':-)']",1.0
"['imran', 'khan', 'hero', ':)', 'realli', 'ikprideofpak']",1.0
"['janjua', 'friend', ':)']",1.0
"['sorri', 'fuck', 'eric', 'think', 'he', 'funni', ':)']",1.0
"['say', 'bday', ':)']",1.0
"['hey', ':)', 'check', 'pictur', 'think', ':)', 'notic', 'follow', 'pleas', 'x']",1.0
"[':)', ':)', ':)', 'pimpl', ':)', ':)', ':)', 'forehead', ':)', ':)', 'size', ':)', ':)', ':)', 'volcano', ':)']",1.0
"['good', 'luck', 'coupl', 'get', 'marri', 'weekend', ':)']",1.0
"['back', ':)', 'done', 'na', 'mag', 'miryenda', ':)']",1.0
"['wait', 'bro', ':-)']",1.0
"['parti', 'printer', ':)', 'celebr', 'futur', ""technology'"", 'possibl', 'touchétoday', '…']",1.0
"['u', 'use', 'app', 'listen', 'music', 'ye', 'app', ':-)', '—', 'idownload']",1.0
"['get', 'ish', 'snowbal', ':p']",1.0
"['cours', ':)']",1.0
"['nd', 'go', 'expir', 'next', 'year', 'dat', 'mtn', 'gb', 'u', ':d', 'realli', 'like']",1.0
"['happi', 'birthday', 'nice', 'day', ':)', 'loveu']",1.0
"['wanna', 'go', 'back', 'time', 'everyth', 'still', 'fine', ':-)']",1.0
"['celebr', 'life', ':)', 'summer', 'morefuninthephilippin', 'laho', 'island', 'caramoan', 'island']",1.0
"['nice', 'quot', ':)', 'kunoriforceo', 'ceomonth']",1.0
"['good', 'stuff', ':)', 'love', 'bit', 'salmon']",1.0
"['jumma', 'kareem', ':)', 'friday', 'remind', 'recit', 'surah', 'kahaf', '..']",1.0
"[""i'm"", 'join', 'right', ':d']",1.0
"['sure', '..', ':)']",1.0
"['hi', 'melani', ':-)', 'fact', ""they'r"", 'realli', 'use', 'case', 'normal', 'wifi', 'could', 'issu', 'mention', '...']",1.0
"['quit', 'phenomen', 'offer', 'bosch', 'wash', 'machin', ""week'"", 'definit', 'last', 'long', ':)']",1.0
"['one', 'ok', ""i'll"", 'run', 'photo', 'moment', ':d']",1.0
"['thank', 'refollow', ':)']",1.0
"['slept', 'less', 'hour', 'last', 'night', 'prepar', 'possibl', 'nap', ':p']",1.0
"['idk', ':p', 'follow']",1.0
"['feel', 'like', 'relaps', ':-)']",1.0
"['girl', 'nice', 'wallet', 'boy', 'prada', 'hai', '..', 'girl', 'rich', '..', 'boy', 'stupid', 'mean', 'bhai', 'ka', 'hai', ':p', 'prada', 'punjabiswillgetit']",1.0
"['☺', 'morn', 'babe', ':)']",1.0
"['lol', 'sorri', 'ultor', 'first', 'hitter', '...', 'favor', 'much', ':)']",1.0
"['finish', 'mass', 'effect', 'yesterday', 'dont', 'know', 'shoud', 'start', 'mass', 'effect', 'game', ':)']",1.0
"['bad', 'would', 'remind', 'exercis', ':-)', 'miss', 'need', 'come', 'back']",1.0
"['add', 'kik', 'ughtm', 'kik', 'kikmeguy', 'kissm', 'nude', 'likeforfollow', 'musicbiz', 'sexysasunday', ':)']",1.0
"['overwhelm', 'groupmat', 'thank', 'group', 'got', 'recit', ':)']",1.0
"['ha', 'mistak', 'thank', 'point', ':)']",1.0
"['kyunk', 'aitchison', 'hai', ':p', 'look', 'respons', 'origin', 'tweet', 'know', 'brother']",1.0
"['snapchat', 'sexyjudi', 'snapchat', 'kikmeboy', 'tagsforlik', 'pussi', 'gay', 'indiemus', 'sexo', ':)']",1.0
"[""that'"", 'true', 'inde', 'curvi', 'rout', ':)']",1.0
"['come', 'chill', 'fire', ':)']",1.0
"['mont', 'doa', 'header', ':d']",1.0
"['haha', 'x', ':d']",1.0
"['ted', 'speaker', 'say', 'stress', 'good', 'bodi', 'anoth', 'speaker', 'introduc', 'way', 'avoid', 'stress', ':)', 'ted', 'thought', 'laboratori', ':)']",1.0
"['thing', 'note', 'awesom', ':-)']",1.0
"['might', 'lose', 'friend', 'today', 'know', 'idc', ':)']",1.0
"['good', 'morn', ':d', 'lol', 'realli', 'fuckin', 'dark', 'gonna', 'rain', 'hard', 'coupl', 'minut']",1.0
"['far', 'lfc', 'fan', 'make', 'expert', 'spot', 'mental', 'weak', 'lack', 'consist', ':-)']",1.0
"['ff', 'amaz', 'singer', 'actress', 'model', ':-)']",1.0
"['happi', 'birthday', 'see', 'tonight', ':)']",1.0
"[""i'm"", 'amsterdam', 'guy', 'wooo', ':d']",1.0
"['stuff', 'happen', ':)']",1.0
"['friend', ':)']",1.0
"['neobyt', ':)', 'univers', 'pictur', 'seed', 'pirat', 'movi', 'copi', 'file', 'takedown', 'notic']",1.0
"['indirag', 'want', 'judiciari', 'commit', 'govt', 'polici', 'want', 'rbi', 'commit', 'know', 'mani', 'similar', 'view', ':)']",1.0
"[""thought'"", 'kepler', 'b', ':d']",1.0
"['progress', 'stone', 'transfer', 'chelsea', ':d']",1.0
"['gg', 'bro', ':)', 'fun', 'seri']",1.0
"['alway', 'part', 'part', 'defenit', '...', '♬', ':p']",1.0
"['cours', 'man', ':)', 'nofx', 'shit']",1.0
"['friskyfiday', 'yipee', ':)', 'x']",1.0
"['morn', 'kim', 'sorri', 'hear', 'shed', 'light', 'issu', 'look', ':)', 'helen']",1.0
"['great', 'incent', 'get', 'kid', 'eat', 'fruit', 'vege', ':-)']",1.0
"['welcom', 'sir', ':)']",1.0
"['know', 'averag', 'take', 'second', 'read', 'god', 'dam', 'mother', 'fuck', 'tweet', ':)']",1.0
"['thank', 'favourit', 'tweet', 'marin', ':)']",1.0
"['get', 'close', ""can't"", 'wait', 'new', 'season', ':)']",1.0
"['gz', ':d', 'name']",1.0
"['morn', 'day', ':-)']",1.0
"['guess', 'sleep', 'list', 'thing', 'today', ':-)']",1.0
"['hai', 'rajeev', '..', 'hope', 'u', 'r', 'hvng', 'funfil', 'friday.it', 'ws', 'reali', 'amaz', 'c', 'diff', 'side', 'kabir.fel', 'luv', 'u', ':)', 'smile', 'pl']",1.0
"['prettier', ':)', 'mine', ':)']",1.0
"['happi', 'birthday', 'best', 'wish', 'dresden', 'germani', ':)', 'love', 'pleas', 'share']",1.0
"['wanna', 'loser', 'like', ':)', '♥']",1.0
"['zayn', 'pleas', 'follow', 'would', 'mean', 'world', 'birthday', ':d', 'love', 'much', 'amaz']",1.0
"['congratul', 'friend', 'graduat', 'lose', 'plot', ':d']",1.0
"['sleep', 'offici', 'way', 'pari', 'cannot', 'wait', ':)', 'pari', 'tdf', '☀', '️', '☀', '️']",1.0
"['put', 'trust', ':)']",1.0
"['hey', 'good', 'suggest', 'guy', 'make', 'minion', 'slot', 'would', 'fun', 'cute', ':)']",1.0
"['happi', ""b'day"", ':)']",1.0
"['hah', '...', 'thousand', 'lie', ':d']",1.0
"['wow', 'look', 'good', 'isabella', 'make', 'wanna', 'start', 'work', 'back', ':d']",1.0
"['go', 'room', 'bc', ':-)']",1.0
"['okeyyy', 'vddd', ':)', ');', 'excit', ""can't"", 'wait', '...', 'love', 'selfee', 'pic', 'insta', ':)', '♥', '♥', 'special', 'coco', '..', '❤', 'dishoom']",1.0
"['think', 'write', ':)']",1.0
"['final', 'went', 'drive', 'tonight', ':-)']",1.0
"['thank', 'follow', 'great', 'day', ':)']",1.0
"['im', 'go', 'sleep', 'goodnight', ':)']",1.0
"['hello', ':)']",1.0
"['yup', 'know', 'okay', 'let', 'tri', ':)', 'done', 'hhahhaaa', '—', 'haha']",1.0
"[""i'm"", 'suppos', 'ask', 'buy', 'album', ':)']",1.0
"['day', 'go', ':)']",1.0
"['hello', ':)', 'get', 'youth', 'job', 'opportun', 'follow']",1.0
"['least', ""there'"", 'one', 'cool', 'thing', ':-)']",1.0
"['hey', 'guy', ""that'"", 'new', 'page', ':)', 'enjoy']",1.0
"['jeez', 'tara', 'move', 'teamcannib', 'vs', 'teamspacewhalingisthebest', ':p']",1.0
"['morn', 'gym', 'session', 'done', 'feel', 'good', 'workout', 'earli', '...', 'enjoy', 'rest', 'day', ':)', 'friyay', 'workout', 'fitfa', '…']",1.0
"['guess', 'never', 'realli', 'identifi', 'pharmaci', ':)', 'verylaterealis', 'iwishiknewbett']",1.0
"['yeah', 'know', 'lack', 'thing', 'hey', 'pleas', 'check', 'final', 'design', 'satisfi', 'enough', ':)']",1.0
"['wow', 'nice', 'combin', ':)']",1.0
"['charg', 'speaker', 'final', 'got', 'earlier', 'today', ':)']",1.0
"[':)', 'masaantoday']",1.0
"['later', 'turn', ':d']",1.0
"['text', 'wanna', 'meet', ""i'll"", 'get', ':)']",1.0
"['long', ':)']",1.0
"['friend', 'never', 'talk', 'ess-aych-eye-te', 'anyon', ':)']",1.0
"['ya', 'thank', ':)']",1.0
"['stat', 'day', 'arriv', 'new', 'follow', 'unfollow', ':)', 'via']",1.0
"['yeah', 'left', 'one', 'supposedli', 'hurt', 'bc', 'right', 'heart', 'appar', ""it'll"", 'fine', 'good', 'luck', ':)']",1.0
"['hello', ':)', 'get', 'youth', 'job', 'opportun', 'follow']",1.0
"['ahh', 'thank', 'u', ':d']",1.0
"['niall', 'follow', 'fan', ':)', ""i'm"", 'still', 'without', 'follow']",1.0
"['sister', 'best', 'best', 'pre', 'bday', 'celebr', ':)']",1.0
"['among', 'time', 'fav', 'tweet', ':d']",1.0
"['happi', 'birthday', 'g', 'best', 'life', ':)']",1.0
"['need', 'stress', 'time', ':)']",1.0
"['immedi', 'plan', 'hope', 'someday', 'futur', ':)']",1.0
"['could', 'make', ""foxy'"", 'song', 'version', 'instrument', 'form', 'sound', 'epic', 'beat', 'alon', ':)']",1.0
"['second', 'well', 'done', ':)']",1.0
"['think', 'hard', 'bed', ':p']",1.0
"['tomorrow', 'goldcoast', ':)']",1.0
"['like', 'way', 'said', 'gal', 'lelomustfal', 'beautiful', 'way', ':)']",1.0
"['happi', 'save', 'day', ':)', 'hope', 'enjoy', 'meal', 'sam']",1.0
"['thank', 'min', ':)']",1.0
"['g', 'liker', ':)', 'like', 'fast']",1.0
"['like', 'morn', 'got', 'dress', 'bought', ':)', ""i'm"", 'total', 'love', '♡', 'newdress', 'happi', '…']",1.0
"['ff', 'could', 'anyon', 'resist', 'beauti', 'smile', ':-)', 'quacketyquack']",1.0
"['u', 'mean', 'hide', 'fot', ':p']",1.0
"['aww', 'thankyou', ':)']",1.0
"['ok', 'good', 'night', 'wish', 'troy', 'ugli', 'met', 'today', ':)', '):', 'ok', 'today', 'fun', ""i'm"", 'excit', 'tmrw']",1.0
"['inde', ':-)']",1.0
"[':)', 'good', 'afternoon', ':d', 'twitterfollowerswhatsup', 'happyfriedday', 'keepsafealway', 'loveyeah', 'emojasp_her']",1.0
"['okay', ':)']",1.0
"['make', 'two', 'us', ':d']",1.0
